state	prob
CM	0.0003904780566085351
CF	0.000803720198483078
CP	0.0005988269530892227
CS	0.0008348294071681377
CT	0.0007620980916941793
CW	0.00026486036552816867
CY	0.0005903465209560193
CV	0.001310567295144706
QA	0.0026174523496357038
QR	0.001658436011934012
QN	0.0012859436084283749
QD	0.001575247611523404
QC	0.00040770065001999545
QQ	0.0011425118304746692
QE	0.0015612790667350743
QG	0.002305199576959076
QH	0.0007481085247623703
QI	0.0016798170305444282
QL	0.002882877773262389
QK	0.0013390168736159501
QM	0.0006358269249506561
QF	0.0012463732265598482
QP	0.0014642260981826906
QS	0.0018924594956439252
QT	0.001799962082331704
QW	0.0004988989743494505
QY	0.0011165733303774572
QV	0.0021146762017755197
EA	0.0040634196021121895
ER	0.0039008777412234174
EN	0.001951474196718579
ED	0.0022757642657150086
EC	0.0006261026376666376
EQ	0.0015612248608698719
EE	0.002295430467676596
EG	0.00365887822065826
EH	0.0013926932063291421
EI	0.0026298904800782694
EL	0.004396668720494331
EK	0.0032682184358894906
EM	0.0009668451962435118
EF	0.0018247094362282379
EP	0.0022938975840271695
ES	0.0030755066849568664
ET	0.0028838098942565635
EW	0.0007203349977694878
EY	0.001730144163455493
EV	0.003333396426136699
GA	0.006644183538052844
GR	0.0040830624339316625
GN	0.002996175295346892
GD	0.004244464578368959
GC	0.0010327483507558562
GQ	0.0023052888065044057
GE	0.0036589236708334293
GG	0.00647473814312445
GH	0.0018213824113320642
GI	0.0038347404870753016
GL	0.006021483502216309
GK	0.003086263277198052
GM	0.0015085003253218058
GF	0.002920319869211223
GP	0.0034510706339043575
GS	0.00459538400346293
GT	0.004276723713793943
GW	0.0010442895351742685
GY	0.002426008497606778
GV	0.005287536928430069
HA	0.001979751316834424
HR	0.0012294179072660416
HN	0.0008984549520547313
HD	0.0015012647547143012
HC	0.00045497971226177646
HQ	0.0007519526412554245
HE	0.0013893050747645517
HG	0.0018215517442652467
HH	0.0008140122950162971
HI	0.0013454164554282393
HL	0.002226153507611109
HK	0.0008593069556288795
HM	0.0005594018820061797
HF	0.0010232291537752268
HP	0.001060885168846233
HS	0.0016105829629741019
HT	0.001362314327875546
HW	0.00041201380425633446
HY	0.0009170039233439093
HV	0.001714446011882342
IA	0.006422033466690161
IR	0.0026520728386699353
IN	0.001856750968267942
ID	0.002298115946586037
IC	0.0011146842705140186
IQ	0.0016788422092158578
IE	0.002633976277534217
IG	0.003834941498598483
IH	0.0013473405518603472
II	0.007590570689141764
IL	0.010420733547420636
IK	0.002468203931152123
IM	0.0018689870770465015
IF	0.0038735729156558537
IP	0.002208560952429592
IS	0.0031568812122801356
IT	0.0033949021531408546
IW	0.0010428036808584943
IY	0.002770639370755584
IV	0.007543213191608829
LA	0.010888883160393714
LR	0.005011031876805305
LN	0.002743257362658436
LD	0.0037281590384065206
LC	0.001705165399768712
LQ	0.0028827346919885304
LE	0.004396054958435525
LG	0.0060227653223065124
LH	0.002224835205369104
LI	0.010419840426422801
LL	0.017541441784696132
LK	0.0035793581748446855
LM	0.0029437621420647306
LF	0.006071295577455235
LP	0.003839496928369017
LS	0.004941435098770251
LT	0.00530610458960217
LW	0.0019144648884451734
LY	0.004253800224158969
LV	0.012009925676664623
KA	0.002960418663242594
KR	0.001521113938592049
KN	0.0018519910114366148
KD	0.003019589784962158
KC	0.0005333053034552027
KQ	0.0013390387102085034
KE	0.0032722424118815843
KG	0.0030866679705912952
KH	0.0008594068223271637
KI	0.002467494850816755
KL	0.0035793566258404672
KK	0.0019092906013322528
KM	0.0007985425447017393
KF	0.0016902933228553018
KP	0.0015874538072912035
KS	0.0024908990635373607
KT	0.0022452173266128165
KW	0.0005661883782036669
KY	0.0016565058046801855
KV	0.002720534791053628
MA	0.002143018965746658
MR	0.001012920261817235
MN	0.0006924649858633006
MD	0.0009049094736215692
MC	0.00039015696748560423
MQ	0.0006358327864234848
ME	0.0009667696425237148
MG	0.0015036426930328385
MH	0.0005594246216541765
MI	0.0018771272036438172
ML	0.0029424975879243096
MK	0.0007983547324974306
MM	0.0007351535050436424
MF	0.0013222788953619633
MP	0.0008742602735209161
MS	0.0011545932536762868
MT	0.0011676968193103047
MW	0.0004237936696862866
MY	0.0009763556824260612
MV	0.002165694681402511
FA	0.0042069616739613255
FR	0.0020658682067905107
FN	0.0013885606515925922
FD	0.0017142188240258896
FC	0.0008037646708468662
FQ	0.0012464053482797307
FE	0.001826107305817724
FG	0.002920461010940545
FH	0.0010245920674422618
FI	0.0038734217554274065
FL	0.006075092234341017
FK	0.0016907214628399583
FM	0.001320170389112961
FF	0.0028573498115962025
FP	0.0017673068043617963
FS	0.0023596865815564915
FT	0.0022210289598255635
FW	0.0008479849301410812
FY	0.00202409131423464
FV	0.004281239730639786
PA	0.0038605880864265893
PR	0.002330484908387799
PN	0.001642244817361676
PD	0.0025148889574557317
PC	0.0005988296786988189
PQ	0.0014642666220366005
PE	0.002293943544175299
PG	0.0034510789119601617
PH	0.0010608916311943995
PI	0.002208551265501598
PL	0.0038394429141797685
PK	0.0015872881796866137
PM	0.0008743131498275638
PF	0.0017672832886072353
PP	0.0023704763713917323
PS	0.0025266171777621415
PT	0.0024507393743402293
PW	0.000774797169210351
PY	0.0015745316011974327
PV	0.002942689799197868
SA	0.004742545962261284
SR	0.002875761626895947
SN	0.002535119855833666
SD	0.00325435910367972
SC	0.0008348305914834536
SQ	0.0018926996133651253
SE	0.003071009413636788
SG	0.004595553076965802
SH	0.0016122039104663017
SI	0.003156154011151254
SL	0.004941183901402513
SK	0.0024907567732262103
SM	0.0011523556246317626
SF	0.002359549497689074
SP	0.002526678154371655
SS	0.003964969076543462
ST	0.0034444119457279865
SW	0.0008235435882804539
SY	0.001964724872882782
SV	0.004006447047878609
TA	0.004891190138079329
TR	0.0027210617044529034
TN	0.002183240866872319
TD	0.002982325348422672
TC	0.0007620701078451655
TQ	0.0018024406819973809
TE	0.002887665717245434
TG	0.004276607728610122
TH	0.0013593000495795038
TI	0.003398670106136325
TL	0.005305918081725115
TK	0.0022444652070299923
TM	0.001167797646904026
TF	0.002220883999086561
TP	0.0024506355792204993
TS	0.003443118501087246
TT	0.003658602887930817
TW	0.0007522673886792245
TY	0.0018399682552634293
TV	0.004418231847263998
WA	0.0013894778238614876
WR	0.0008795043304746627
WN	0.0004965204725210436
WD	0.0006987840812407045
WC	0.0002648487786408314
WQ	0.0004988344264976491
WE	0.0007199703824765153
WG	0.001044250137495299
WH	0.0004143795158091948
WI	0.001042792563870989
WL	0.0019145335417600357
WK	0.0005661738788671995
WM	0.00042371566406480577
WF	0.000847983229385882
WP	0.0007747589863482694
WS	0.0008234420989579066
WT	0.0007522323448547306
WW	0.00041130470199784183
WY	0.0006751074504052354
WV	0.001249195531161271
YA	0.0030725979350041677
YR	0.0018301928318418762
YN	0.0013282615264167276
YD	0.0016995780314536595
YC	0.0005901990927858138
YQ	0.0011165208403340666
YE	0.0017301343804771746
YG	0.002426010391584322
YH	0.0009160061762131186
YI	0.0027713793107297033
YL	0.004246051501989599
YK	0.001656438930173667
YM	0.0009769076233357775
YF	0.002025538463661367
YP	0.001574588783796745
YS	0.001964812365900605
YT	0.0018399284521516586
YW	0.0006755511424004281
YY	0.0016815758364423468
YV	0.0030609348782637677
VA	0.008637662447825708
VR	0.003683801891918487
VN	0.002125577311922377
VD	0.0030398786153718353
VC	0.0013115985322492132
VQ	0.002117785389860415
VE	0.0033294014143531374
VG	0.005287928227450879
VH	0.0017131566124691622
VI	0.007540882868433086
VL	0.01200987287330075
VK	0.002714561883235209
VM	0.0021668398547671293
VF	0.0042812601081067625
VP	0.002942798830150076
VS	0.00399360385102624
VT	0.004425417168312361
VW	0.0012492414229420786
VY	0.0030607348368619242
VV	0.00966547552477616
